日付,決算,証憑,コード,科目名,コード,補助名,コード,部門名,税コード,税率,コード,科目名,コード,補助名,コード,部門名,税コード,税率,金額,消費税,摘要,取引先,メモ,事務所メモ
2025/4/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2010,,    ,,810,,14415,,売掛の入金　手数料売上　3月分,ﾗﾎﾞﾗﾄﾘｰ,,
2025/4/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3,,    ,,810,,9864984,,業務委託料,川崎市,,
2025/4/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3200,,    ,,810,,165973,,売掛の入金　手数料売上,サティスファクトリー,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2001,,    ,,810,,3256,,売掛の入金　手数料売上,J&T環境,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3045,,    ,,810,,38995,,売掛の入金　手数料売上,サンメディックス㈱,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3049,,    ,,810,,8679,,売掛の入金　手数料売上,ｼﾃｨｰ企画工業,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3118,,    ,,810,,5621,,売掛の入金　手数料売上,㈲ライフテック,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3227,,    ,,810,,1650,,売掛の入金　手数料売上,登戸駅前地区市街地再開発組合,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3098,,    ,,810,,17138,,売掛の入金　手数料売上,㈲フジヤモデル,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,584100,,,㈲大興資源,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3018,,    ,,810,,4950,,売掛の入金　手数料売上,荏原実業㈱、荏原実業中央研究所,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3070,,    ,,810,,3300,,売掛の入金　手数料売上,ﾃｨｰｴﾑ設備工業,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3159,,    ,,810,,110000,,売掛の入金　手数料売上,ｶﾅｲｴﾝﾀｰﾌﾟﾗｲｽﾞ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1007,,    ,,810,,1100,,売掛の入金　手数料売上,TKプロジェクト,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3114,,    ,,810,,28116,,売掛の入金　手数料売上,エコミット,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3007,,    ,,810,,17226,,売掛の入金　手数料売上,イーストサウンド,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3106,,    ,,810,,59543,,売掛の入金　手数料売上,岬水産,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3187,,    ,,810,,1980,,売掛の入金　手数料売上,㈲ｸﾞﾘｰﾝ調剤薬局,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,33,,    ,,810,,6182,,売掛の入金　手数料売上,㈱グレードアップ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3204,,    ,,810,,33000,,売掛の入金　手数料売上,ティーエスエンバイロ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3028,,    ,,810,,55726,,売掛の入金　手数料売上　4月分,神奈川中央交通東,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,35,,    ,,810,,33407,,売掛の入金　手数料売上,㈱ビーナス,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3126,,    ,,810,,64955,,売掛の入金　手数料売上,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3069,,    ,,810,,1650,,売掛の入金　手数料売上,ユニック産業,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3017,,    ,,810,,3806,,売掛の入金　手数料売上,英和工業㈱,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3058,,    ,,810,,2024,,売掛の入金　手数料売上,大丸化工,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3046,,    ,,810,,16478,,売掛の入金　手数料売上,賛友精機㈱,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3048,,    ,,810,,5412,,売掛の入金　手数料売上,㈱JKB,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3147,,    ,,810,,53944,,売掛の入金　手数料売上,㈱ワンラインシステム,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3185,,    ,,810,,44000,,売掛の入金　手数料売上,アイセイカイ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1008,,    ,,810,,9900,,売掛の入金　手数料売上,エムコミュー,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3068,,    ,,810,,10285,,売掛の入金　手数料売上,地質計測,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3170,,    ,,810,,7810,,売掛の入金　手数料売上,アースキッズ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3034,,    ,,810,,41839,,売掛の入金　手数料売上,長谷工シニアウエル,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3229,,    ,,810,,1650,,売掛の入金　手数料売上,東光建設㈱,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1017,,    ,,810,,4400,,売掛の入金　手数料売上,エスエフインフォ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3131,,    ,,810,,84073,,売掛の入金　手数料売上,㈱キンキショウジ,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3163,,    ,,810,,18139,,売掛の入金　手数料売上,宮崎華園,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3047,,    ,,810,,1650,,売掛の入金　手数料売上,㈱GNE,,
2025/4/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2011,,    ,,810,,29568,,売掛の入金　手数料売上,リーズジャパン,,
2025/4/30,,,1101,現金,    ,,    ,,810,,1142,売掛金,3108,,    ,,810,,1650,,,㈲溝の口製麺（渡辺商店）,,
2025/4/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3086,,    ,,810,,5621,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/4/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3119,,    ,,810,,6666,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/4/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3029,,    ,,810,,14058,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/4/30,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3200,,    ,,810,,600,60,振込手数料,,,
2025/4/30,,,1142,売掛金,2,,    ,,810,,4105,商品売上,    ,,1,横浜,110,10,383928,38392,手数料売上　こづか㈱,こづか㈱,,
2025/4/30,,,1142,売掛金,2,,    ,,810,,4102,作業料売上　ｺﾂﾞｶ㈱,    ,,1,横浜,110,10,90000,9000,こづか事務手数料（千葉さん・的場さん）,こづか㈱,,
2025/4/30,,,1142,売掛金,1,,    ,,810,,4101,作業料売上　㈲大興資源,    ,,1,横浜,110,10,200000,20000,廃棄物収集請負,㈲大興資源,,
2025/4/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1012,,    ,,810,,5500,,㈲大興資源へ入金された,,,
2025/4/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,3109,,    ,,810,,3432,,㈲大興資源へ入金された,,,
2025/5/1,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3192,,    ,,810,,6600,,売掛の入金　手数料売上,㈱NTプラス,,
2025/5/2,,,1142,売掛金,1002,,    ,,810,,1101,現金,    ,,    ,,810,,4785,,,アリスラッシュ,,
2025/5/7,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3207,,    ,,810,,14575,,売掛の入金　手数料売上,㈱アライン,,
2025/5/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3112,,    ,,810,,1518,,売掛の入金　手数料売上　5月分,やきとり山吹,,
2025/5/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3191,,    ,,810,,7634,,売掛の入金　手数料売上,㈲ジョイフ,,
2025/5/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3084,,    ,,810,,10021,,売掛の入金　手数料売上,ハヤシ　オウスケ,,
2025/5/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3042,,    ,,810,,1408,,売掛の入金　手数料売上,さかい医院,,
2025/5/7,,,6231,雑費,    ,,0,共通部門,511,10,1142,売掛金,3207,,    ,,810,,350,35,振込手数料,,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3125,,    ,,810,,12298,,売掛の入金　手数料売上,海老民,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3091,,    ,,810,,1309,,売掛の入金　手数料売上,こぱんはすさくら久末教室,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3162,,    ,,810,,2343,,売掛の入金　手数料売上,くどう動物病院,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3103,,    ,,810,,1100,,売掛の入金　手数料売上,㈲ホリ造形スタジオ,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3026,,    ,,810,,14685,,売掛の入金　手数料売上,セト　ケンジ,,
2025/5/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3020,,    ,,810,,1309,,売掛の入金　手数料売上,ｴﾝﾃﾞ美容室,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2024,,    ,,810,,269885,,売掛の入金　手数料売上,環境オプティマル,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3209,,    ,,810,,6875,,売掛の入金　手数料売上,登戸ブレストケアクリニック,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3182,,    ,,810,,13288,,売掛の入金　手数料売上,メイツ電子,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3043,,    ,,810,,5709,,売掛の入金　手数料売上,サニーサイド,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3205,,    ,,810,,19800,,売掛の入金　手数料売上,㈱ジャパンプロセス,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2042,,    ,,810,,69300,,売掛の入金　手数料売上,冨士見商事,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3066,,    ,,810,,7579,,売掛の入金　手数料売上,多摩食事ｻｰﾋﾞｽかりん,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3081,,    ,,810,,13442,,売掛の入金　手数料売上,ニュータウン鷺沼,,
2025/5/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1014,,    ,,810,,5214,,売掛の入金　手数料売上　9月分,小杉駅駅前周辺,,
2025/5/10,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2024,,    ,,810,,350,35,振込手数料相殺,環境オプティマル,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2047,,    ,,810,,83314,,売掛の入金　手数料売上,京浜予防医学研究所,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3053,,    ,,810,,27566,,売掛の入金　手数料売上,昇辰電気,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3099,,    ,,810,,4642,,売掛の入金　手数料売上,二子新地整骨院,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3015,,    ,,810,,12210,,売掛の入金　手数料売上,ｲﾝﾃﾘｱ大山,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,34,,    ,,810,,2827,,売掛の入金　手数料売上,㈱シエスタ,,
2025/5/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3044,,    ,,810,,5830,,売掛の入金　手数料売上,㈲三協エンジニアリング,,
2025/5/12,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2047,,    ,,810,,400,40,振込手数料,,,
2025/5/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,39,,    ,,810,,6875,,売掛の入金　手数料売上,カメハチベーカリー,,
2025/5/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3032,,    ,,810,,9801,,売掛の入金　手数料売上　5月分,くもい歯科（ｸﾓｲﾋﾃﾞｷ,,
2025/5/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3003,,    ,,810,,11572,,売掛の入金　手数料売上,㈲秋山商事,,
2025/5/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3054,,    ,,810,,11704,,売掛の入金　手数料売上　4月分,(有)珠洲,,
2025/5/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3129,,    ,,810,,5885,,売掛の入金　手数料売上　5月分,中華福林,,
2025/5/15,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3051,,    ,,810,,35409,,売掛の入金　手数料売上,七五三寿司,,
2025/5/15,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3001,,    ,,810,,2959,,売掛の入金　手数料売上　6月分,あおば,,
2025/5/16,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3056,,    ,,810,,14476,,売掛の入金　手数料売上,新富,,
2025/5/19,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3031,,    ,,810,,9317,,売掛の入金　手数料売上,キュービクス,,
2025/5/20,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2047,,    ,,810,,127979,,売掛の入金　手数料売上,京浜総合病院,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3059,,    ,,810,,36179,,売掛の入金　手数料売上,ブリヂストンリテール,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2543,,    ,,810,,69300,,売掛の入金　手数料売上,ブリジストンタイヤソリューションジャパン,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3097,,    ,,810,,153956,,売掛の入金　手数料売上,不二ﾌﾟﾗﾝﾄ工業,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3073,,    ,,810,,7843,,売掛の入金　手数料売上,東洋エレメント工業,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2,,    ,,810,,422320,,振込　コツ゛カ（カ,,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2,,    ,,810,,99000,,振込　コツ゛カ（カ,,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1004,,    ,,810,,7040,,売掛の入金　手数料売上,リタリコ,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3134,,    ,,810,,6457,,売掛の入金　手数料売上,シバタ　ヒロアキ,,
2025/5/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3096,,    ,,810,,31614,,売掛の入金　手数料売上　4月分,富士教材,,
2025/5/22,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,14960,,売掛の入金　手数料売上,川崎市中部児童相談所,,
2025/5/22,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,2200,,売掛の入金　手数料売上,川崎市中部児童相談所,,
2025/5/22,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3163,,    ,,810,,18557,,売掛の入金　手数料売上,宮崎華園,,
2025/5/22,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3228,,    ,,810,,8382,,振込　カ）ホ－フ゜,㈱hope,,
2025/5/22,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3172,,    ,,810,,31064,,売掛の入金　手数料売上,(株)優和,,
2025/5/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3158,,    ,,810,,7920,,売掛の入金　手数料売上,セキュリティライフ,,
2025/5/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3022,,    ,,810,,1408,,売掛の入金　手数料売上,小笠原会計事務所,,
2025/5/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3120,,    ,,810,,10340,,売掛の入金　手数料売上,ﾘｨｰｻﾝｸ,,
2025/5/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2921,,    ,,810,,63800,,売掛の入金　手数料売上,㈱日本動物高度医療センター,,
2025/5/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3010,,    ,,810,,20163,,売掛の入金　手数料売上,㈱井出紙工,,
2025/5/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3052,,    ,,810,,176000,,売掛の入金　手数料売上,㈱ジャクエツ,,
2025/5/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3041,,    ,,810,,18887,,売掛の入金　手数料売上,㈲亀ヶ谷モータース,,
2025/5/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3079,,    ,,810,,4862,,売掛の入金　手数料売上,日成工業,,
2025/5/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3137,,    ,,810,,29953,,売掛の入金　手数料売上,SHUHEI,,
2025/5/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3074,,    ,,810,,10186,,売掛の入金　手数料売上,ﾅｲﾝﾃﾞﾝﾀﾙｸﾘﾆｯｸ,,
2025/5/27,,,1112,普通預金,1,,    ,,810,,1142,売掛金,1002,,    ,,810,,3190,,売掛の入金　手数料売上,ビューティークオリテ,,
2025/5/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2026,,    ,,810,,1020030,,売掛の入金　手数料売上,㈲三友商事,,
2025/5/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3201,,    ,,810,,2200,,売掛の入金　手数料売上,オールマイト㈱,,
2025/5/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3095,,    ,,810,,11891,,売掛の入金　手数料売上,フェイス美容室,,
2025/5/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3148,,    ,,810,,43180,,売掛の入金　手数料売上,中日本エクストール,,
2025/5/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3060,,    ,,810,,36036,,売掛の入金　手数料売上,太陽第一幼稚園,,
2025/5/29,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3013,,    ,,810,,2827,,売掛の入金　手数料売上,ｲﾏｰｼﾞｱｸﾄ,,
2025/5/29,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3008,,    ,,810,,3509,,売掛の入金　手数料売上,板垣電子工業,,
2025/5/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3,,    ,,810,,9864983,,業務委託料,川崎市,,
2025/5/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2001,,    ,,810,,262086,,売掛の入金　手数料売上,J&T環境,,
2025/5/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2010,,    ,,810,,13931,,売掛の入金　手数料売上,ﾗﾎﾞﾗﾄﾘｰ,,
2025/5/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3200,,    ,,810,,165973,,売掛の入金　手数料売上,サティスファクトリー,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3045,,    ,,810,,38401,,売掛の入金　手数料売上,サンメディックス㈱,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3049,,    ,,810,,7843,,売掛の入金　手数料売上,ｼﾃｨｰ企画工業,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3118,,    ,,810,,5830,,売掛の入金　手数料売上,㈲ライフテック,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,228932,,,㈲大興資源,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3098,,    ,,810,,17600,,売掛の入金　手数料売上,㈲フジヤモデル,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3018,,    ,,810,,8250,,売掛の入金　手数料売上,荏原実業㈱、荏原実業中央研究所,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3179,,    ,,810,,7997,,売掛の入金　手数料売上,カ）ロクマル,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3165,,    ,,810,,5500,,売掛の入金　手数料売上,㈱リフト,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3159,,    ,,810,,110000,,売掛の入金　手数料売上,ｶﾅｲｴﾝﾀｰﾌﾟﾗｲｽﾞ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3007,,    ,,810,,13013,,売掛の入金　手数料売上,イーストサウンド,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3196,,    ,,810,,9416,,売掛の入金　手数料売上,BBカンパニー,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1007,,    ,,810,,6160,,売掛の入金　手数料売上,TKプロジェクト,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3106,,    ,,810,,61743,,売掛の入金　手数料売上,岬水産,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1019,,    ,,810,,3300,,売掛の入金　手数料売上,川崎オキシトン,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3204,,    ,,810,,33000,,売掛の入金　手数料売上,ティーエスエンバイロ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,33,,    ,,810,,11737,,売掛の入金　手数料売上,㈱グレードアップ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3069,,    ,,810,,6930,,売掛の入金　手数料売上,ユニック産業,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1011,,    ,,810,,5500,,,㈱ｲｲｼｮｸ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3028,,    ,,810,,53229,,売掛の入金　手数料売上　4月分,神奈川中央交通東,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3070,,    ,,810,,3300,,売掛の入金　手数料売上,ﾃｨｰｴﾑ設備工業,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3187,,    ,,810,,1980,,売掛の入金　手数料売上,㈲ｸﾞﾘｰﾝ調剤薬局,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3126,,    ,,810,,59994,,売掛の入金　手数料売上,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3048,,    ,,810,,5621,,売掛の入金　手数料売上,㈱JKB,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3017,,    ,,810,,4664,,売掛の入金　手数料売上,英和工業㈱,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3058,,    ,,810,,1408,,売掛の入金　手数料売上,大丸化工,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3147,,    ,,810,,50380,,売掛の入金　手数料売上,㈱ワンラインシステム,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3034,,    ,,810,,38055,,売掛の入金　手数料売上,長谷工シニアウエル,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3011,,    ,,810,,35519,,売掛の入金　手数料売上,イノベイションオブメディカルサービス,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3114,,    ,,810,,27698,,売掛の入金　手数料売上,エコミット,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3131,,    ,,810,,75746,,売掛の入金　手数料売上,㈱キンキショウジ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3185,,    ,,810,,44000,,売掛の入金　手数料売上,アイセイカイ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1017,,    ,,810,,4400,,売掛の入金　手数料売上,エスエフインフォ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3170,,    ,,810,,7711,,売掛の入金　手数料売上,アースキッズ,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,35,,    ,,810,,31152,,売掛の入金　手数料売上,㈱ビーナス,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1008,,    ,,810,,968,,売掛の入金　手数料売上,エムコミュー,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3211,,    ,,810,,5830,,売掛の入金　手数料売上,スリーアール,,
2025/5/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2011,,    ,,810,,29403,,売掛の入金　手数料売上　4月分,リーズジャパン,,
2025/5/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3086,,    ,,810,,7909,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/5/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3119,,    ,,810,,12188,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/5/30,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3029,,    ,,810,,13013,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/5/30,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3200,,    ,,810,,600,60,振込手数料,,,
2025/5/31,,,1142,売掛金,3,,    ,,810,,4106,委託料売上,    ,,3,川崎委託,110,10,8968168,896816,業務委託料,,,
2025/5/31,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3034,,    ,,810,,255,25,振込手数料相殺,ひまわり高津つどいの,,
2025/5/31,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3126,,    ,,810,,600,60,振込手数料相殺,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2025/5/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3192,,    ,,810,,15400,,売掛の入金　手数料売上,㈱NTプラス,,
2025/5/31,,,1142,売掛金,3172,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,34960,3496,5月分 手数料売上,(株)優和,,
2025/5/31,,,1142,売掛金,3098,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,16300,1630,5月分 手数料売上,ﾌｼﾞﾔﾓﾃﾞﾙ,,
2025/5/31,,,1142,売掛金,3103,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1200,120,5月分 手数料売上,(有)ホリ造形スタジオ,,
2025/5/31,,,1142,売掛金,3125,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,12700,1270,5月分 手数料売上,㈲海老民,,
2025/5/31,,,1142,売掛金,3086,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,8590,859,5月分 手数料売上,原田管理商会,,
2025/5/31,,,1142,売掛金,3044,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,6290,629,5月分 手数料売上,三協ｴﾝｼﾞﾆｱﾘﾝｸﾞ,,
2025/5/31,,,1142,売掛金,3054,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,15000,1500,5月分 手数料売上,㈲珠洲,,
2025/5/31,,,1142,売掛金,3079,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7700,770,5月分 手数料売上,日成工業,,
2025/5/31,,,1142,売掛金,3096,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,24560,2456,5月分 手数料売上,富士教材,,
2025/5/31,,,1142,売掛金,3211,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,6100,610,5月分 手数料売上,History元住吉店,,
2025/5/31,,,1142,売掛金,2001,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,237720,23772,5月分 手数料売上,J&T環境,,
